part_id,date,shift,machine,fixture,operator_id,hole_pos_dev_mm,result,rework_min
B01238,2026-04-28,Day,M2,F3,OP-13,0.11,pass,
B01239,2026-04-28,Day,M2,F4,OP-13,0.2,pass,
B01240,2026-04-28,Day,M2,F3,OP-12,0.21,pass,
B01241,2026-04-28,Swing,M1,F2,OP-22,0.07,pass,
B01242,2026-04-28,Swing,M2,F4,OP-22,0.07,pass,
B01243,2026-04-28,Swing,M1,F1,OP-21,-0.13,pass,
B01244,2026-04-28,Swing,M1,F1,OP-23,-0.14,pass,
B01245,2026-04-28,Swing,M2,F4,OP-23,-0.02,pass,
B01246,2026-04-28,Swing,M2,F3,OP-22,0.1,pass,
B01247,2026-04-28,Swing,M2,F3,OP-21,0.12,pass,
B01248,2026-04-28,Swing,M2,F4,OP-23,0.08,pass,
B01249,2026-04-28,Swing,M2,F4,OP-21,-0.07,pass,
B01250,2026-04-28,Swing,M2,F4,OP-22,-0.09,pass,
B01251,2026-04-28,Night,M2,F3,OP-31,0.3,fail,14
B01252,2026-04-28,Night,M1,F1,OP-31,-0.03,pass,
B01253,2026-04-28,Night,M1,F1,OP-33,0.2,pass,
B01254,2026-04-28,Night,M2,F3,OP-31,0.14,pass,
B01255,2026-04-28,Night,M1,F1,OP-33,-0.02,pass,
B01256,2026-04-28,Night,M2,F3,OP-31,0.28,fail,12
B01257,2026-04-28,Night,M1,F1,OP-33,0.2,pass,
B01258,2026-04-28,Night,M1,F1,OP-32,-0.07,pass,
B01259,2026-04-28,Night,M2,F3,OP-32,0.23,pass,
B01260,2026-04-28,Night,M1,F1,OP-32,0.12,pass,
B01261,2026-04-29,Day,M2,F3,OP-11,0.17,pass,
B01262,2026-04-29,Day,M2,F4,OP-11,0.02,pass,
B01263,2026-04-29,Day,M2,F3,OP-11,0.27,fail,19
B01264,2026-04-29,Day,M2,F4,OP-12,-0.06,pass,
B01265,2026-04-29,Day,M1,F2,OP-12,0.24,pass,
B01266,2026-04-29,Day,M1,F1,OP-12,-0.08,pass,
B01267,2026-04-29,Day,M2,F3,OP-13,-0.03,pass,
B01268,2026-04-29,Day,M2,F3,OP-13,0.13,pass,
B01269,2026-04-29,Day,M2,F4,OP-11,-0.14,pass,
B01270,2026-04-29,Day,M2,F4,OP-11,0.1,pass,
B01271,2026-04-29,Swing,M2,F4,OP-23,-0.18,pass,
B01272,2026-04-29,Swing,M1,F2,OP-22,-0.1,pass,
B01273,2026-04-29,Swing,M1,F2,OP-21,-0.12,pass,
B01274,2026-04-29,Swing,M2,F4,OP-23,0.03,pass,
B01275,2026-04-29,Swing,M1,F2,OP-22,0.02,pass,
B01276,2026-04-29,Swing,M2,F4,OP-23,0.01,pass,
B01277,2026-04-29,Swing,M2,F4,OP-21,0.22,pass,
B01278,2026-04-29,Swing,M1,F1,OP-21,-0.04,pass,
B01279,2026-04-29,Swing,M2,F4,OP-22,0.02,pass,
B01280,2026-04-29,Swing,M2,F3,OP-21,0.19,pass,
B01281,2026-04-29,Night,M2,F4,OP-31,-0.1,pass,
B01282,2026-04-29,Night,M1,F2,OP-31,0.03,pass,
B01283,2026-04-29,Night,M1,F2,OP-31,-0.12,pass,
B01284,2026-04-29,Night,M1,F1,OP-33,0.17,pass,
B01285,2026-04-29,Night,M2,F4,OP-32,-0.11,pass,
B01286,2026-04-29,Night,M2,F4,OP-32,0.05,pass,
B01287,2026-04-29,Night,M1,F2,OP-33,0.17,pass,
B01288,2026-04-29,Night,M2,F4,OP-31,0.09,pass,
B01289,2026-04-29,Night,M2,F3,OP-33,-0.15,pass,
B01290,2026-04-29,Night,M2,F3,OP-33,0.07,pass,
B01291,2026-04-30,Day,M1,F1,OP-11,-0.05,pass,
B01292,2026-04-30,Day,M1,F2,OP-13,-0.06,pass,
B01293,2026-04-30,Day,M1,F1,OP-11,0.08,pass,
B01294,2026-04-30,Day,M1,F1,OP-12,-0.04,pass,
B01295,2026-04-30,Day,M1,F2,OP-11,0.06,pass,
B01296,2026-04-30,Day,M2,F4,OP-12,0.08,pass,
B01297,2026-04-30,Day,M1,F2,OP-13,0.0,pass,
B01298,2026-04-30,Day,M1,F1,OP-13,0.06,pass,
B01299,2026-04-30,Day,M2,F3,OP-11,0.13,pass,
B01300,2026-04-30,Day,M2,F3,OP-13,0.04,pass,
B01301,2026-04-30,Swing,M1,F2,OP-21,0.0,pass,
B01302,2026-04-30,Swing,M1,F1,OP-23,0.11,pass,
B01303,2026-04-30,Swing,M2,F4,OP-21,-0.19,pass,
B01304,2026-04-30,Swing,M2,F3,OP-21,0.16,pass,
B01305,2026-04-30,Swing,M1,F1,OP-23,-0.12,pass,
B01306,2026-04-30,Swing,M1,F1,OP-21,0.16,pass,
B01307,2026-04-30,Swing,M1,F1,OP-22,0.04,pass,
B01308,2026-04-30,Swing,M2,F3,OP-23,-0.02,pass,
B01309,2026-04-30,Swing,M1,F2,OP-22,0.04,pass,
B01310,2026-04-30,Swing,M1,F1,OP-23,0.21,pass,
B01311,2026-04-30,Night,M2,F4,OP-33,0.13,pass,
B01312,2026-04-30,Night,M2,F3,OP-32,0.35,fail,22
B01313,2026-04-30,Night,M2,F4,OP-31,-0.11,pass,
B01314,2026-04-30,Night,M1,F1,OP-33,0.15,pass,
B01315,2026-04-30,Night,M2,F3,OP-31,-0.08,pass,
B01316,2026-04-30,Night,M1,F1,OP-31,0.12,pass,
B01317,2026-04-30,Night,M2,F3,OP-31,0.1,pass,
B01318,2026-04-30,Night,M2,F4,OP-32,0.2,pass,
B01319,2026-04-30,Night,M2,F4,OP-33,0.11,pass,
B01320,2026-04-30,Night,M1,F1,OP-32,,pass,
B01321,2026-05-01,Day,M1,F1,OP-13,0.08,pass,
B01322,2026-05-01,Day,M2,F4,OP-11,0.12,pass,
B01323,2026-05-01,Day,M2,F4,OP-11,0.18,pass,
B01324,2026-05-01,Day,M1,F1,OP-12,-0.08,pass,
B01325,2026-05-01,Day,M1,F2,OP-12,0.09,pass,
B01326,2026-05-01,Day,M2,F4,OP-12,-0.0,pass,
B01327,2026-05-01,Day,M2,F4,OP-12,-0.06,pass,
B01328,2026-05-01,Day,M1,F2,OP-13,-0.1,pass,
B01329,2026-05-01,Day,M1,F2,OP-11,-0.1,pass,
B01330,2026-05-01,Day,M1,F1,OP-13,0.21,pass,
B01331,2026-05-01,Swing,M1,F2,OP-23,0.05,pass,
B01332,2026-05-01,Swing,M1,F2,OP-22,-0.05,pass,
B01333,2026-05-01,Swing,M2,F4,OP-23,0.21,pass,
B01334,2026-05-01,Swing,M1,F2,OP-22,0.13,pass,
B01335,2026-05-01,Swing,M1,F1,OP-22,0.01,pass,
B01336,2026-05-01,Swing,M1,F2,OP-23,0.01,pass,
B01337,2026-05-01,Swing,M2,F3,OP-23,0.07,pass,
B01338,2026-05-01,Swing,M2,F4,OP-23,0.17,pass,
B01339,2026-05-01,Swing,M1,F1,OP-22,0.08,pass,
B01340,2026-05-01,Swing,M1,F1,OP-23,0.05,pass,
B01341,2026-05-01,Night,M1,F2,OP-32,0.05,pass,
B01342,2026-05-01,Night,M2,F3,OP-31,0.32,fail,17
B01343,2026-05-01,Night,M2,F3,OP-33,0.13,pass,
B01344,2026-05-01,Night,M1,F1,OP-33,-0.05,pass,
B01345,2026-05-01,Night,M2,F4,OP-32,-0.06,pass,
B01346,2026-05-01,Night,M2,F4,OP-31,-0.15,pass,
B01347,2026-05-01,Night,M1,F1,OP-32,-0.05,pass,
B01348,2026-05-01,Night,M2,F4,OP-32,0.02,pass,
B01349,2026-05-01,Night,M1,F1,OP-31,0.15,pass,
B01350,2026-05-01,Night,M1,F1,OP-32,0.09,pass,
B01351,2026-05-04,Day,M1,F2,OP-12,0.06,pass,
B01352,2026-05-04,Day,M1,F2,OP-13,0.02,pass,
B01353,2026-05-04,Day,M2,F4,OP-12,0.1,pass,
B01354,2026-05-04,Day,M2,F3,OP-12,0.3,fail,15
B01355,2026-05-04,Day,M2,F3,OP-11,0.1,pass,
B01356,2026-05-04,Day,M1,F1,OP-11,-0.16,pass,
B01357,2026-05-04,Day,M2,F4,OP-11,-0.05,pass,
B01358,2026-05-04,Day,M1,F1,OP-13,-0.2,pass,
B01359,2026-05-04,Day,M1,F1,OP-12,0.07,pass,
B01360,2026-05-04,Day,M2,F3,OP-13,0.2,pass,
B01361,2026-05-04,Swing,M1,F2,OP-23,0.03,pass,
B01362,2026-05-04,Swing,M2,F4,OP-21,0.02,pass,
B01363,2026-05-04,Swing,M1,F1,OP-23,-0.15,pass,
B01364,2026-05-04,Swing,M1,F2,OP-22,0.12,pass,
B01365,2026-05-04,Swing,M2,F4,OP-22,0.0,pass,
B01366,2026-05-04,Swing,M1,F2,OP-23,-0.14,pass,
B01367,2026-05-04,Swing,M2,F3,OP-22,0.15,pass,
B01368,2026-05-04,Swing,M1,F2,OP-23,0.06,pass,
B01369,2026-05-04,Swing,M2,F3,OP-21,0.04,pass,
B01370,2026-05-04,Swing,M2,F3,OP-23,0.18,pass,
B01371,2026-05-04,Night,M2,F4,OP-33,0.07,pass,
B01372,2026-05-04,Night,M1,F2,OP-33,0.18,pass,
B01373,2026-05-04,Night,M1,F1,OP-32,-0.14,pass,
B01374,2026-05-04,Night,M2,F3,OP-32,0.01,pass,
B01375,2026-05-04,Night,M2,F3,OP-31,-0.11,pass,
B01376,2026-05-04,Night,M2,F3,OP-33,0.04,pass,
B01377,2026-05-04,Night,M2,F3,OP-33,0.13,pass,
B01378,2026-05-04,Night,M1,F2,OP-32,-0.09,pass,
B01379,2026-05-04,Night,M1,F1,OP-31,0.08,pass,
B01380,2026-05-04,Night,M2,F4,OP-31,-0.07,pass,
B01381,2026-05-05,Day,M1,F2,OP-12,0.2,pass,
B01382,2026-05-05,Day,M1,F2,OP-13,0.02,pass,
B01383,2026-05-05,Day,M2,F3,OP-13,0.24,pass,
B01384,2026-05-05,Day,M1,F2,OP-13,-0.14,pass,
B01385,2026-05-05,Day,M1,F1,OP-11,0.05,pass,
B01386,2026-05-05,Day,M2,F3,OP-11,0.13,pass,
B01387,2026-05-05,Day,M1,F1,OP-11,0.06,pass,
B01388,2026-05-05,Day,M2,F4,OP-12,-0.0,pass,
B01389,2026-05-05,Day,M1,F1,OP-12,-0.1,pass,
B01390,2026-05-05,Day,M2,F4,OP-13,0.07,pass,
B01391,2026-05-05,Swing,M2,F3,OP-21,0.09,pass,
B01392,2026-05-05,Swing,M2,F4,OP-21,0.1,pass,
B01393,2026-05-05,Swing,M1,F1,OP-23,-0.04,pass,
B01394,2026-05-05,Swing,M1,F1,OP-21,0.01,pass,
B01395,2026-05-05,Swing,M2,F4,OP-23,-0.04,pass,
B01396,2026-05-05,Swing,M1,F1,OP-21,0.12,pass,
B01397,2026-05-05,Swing,M2,F4,OP-21,-0.02,pass,
B01398,2026-05-05,Swing,M2,F3,OP-22,0.03,pass,
B01399,2026-05-05,Swing,M1,F1,OP-21,-0.1,pass,
B01400,2026-05-05,Swing,M2,F3,OP-22,0.05,pass,
B01401,2026-05-05,Night,M1,F1,OP-31,0.07,pass,
B01402,2026-05-05,Night,M1,F2,OP-33,-0.17,pass,
B01403,2026-05-05,Night,M2,F3,OP-31,0.11,pass,
B01404,2026-05-05,Night,M2,F4,OP-33,0.21,pass,
B01405,2026-05-05,Night,M2,F4,OP-31,0.1,pass,
B01406,2026-05-05,Night,M1,F1,OP-31,-0.02,pass,
B01407,2026-05-05,Night,M1,F2,OP-33,0.09,pass,
B01408,2026-05-05,Night,M2,F4,OP-32,0.33,fail,12
B01409,2026-05-05,Night,M2,F3,OP-33,0.19,pass,
B01410,2026-05-05,Night,M1,F2,OP-32,0.12,pass,
B01411,2026-05-06,Day,M2,F3,OP-12,-0.07,pass,
B01412,2026-05-06,Day,M1,F1,OP-12,0.15,pass,
B01413,2026-05-06,Day,M2,F3,OP-12,0.18,pass,
B01414,2026-05-06,Day,M1,F1,OP-12,0.2,pass,
B01415,2026-05-06,Day,M2,F4,OP-13,-0.07,pass,
B01416,2026-05-06,Day,M1,F1,OP-11,-0.08,pass,
B01417,2026-05-06,Day,M2,F4,OP-11,-0.15,pass,
B01418,2026-05-06,Day,M1,F2,OP-13,-0.18,pass,
B01419,2026-05-06,Day,M1,F1,OP-13,0.01,pass,
B01420,2026-05-06,Day,M2,F3,OP-11,-0.02,pass,
B01421,2026-05-06,Swing,M2,F3,OP-22,0.17,pass,
B01422,2026-05-06,Swing,M2,F4,OP-23,-0.23,pass,
B01423,2026-05-06,Swing,M2,F3,OP-23,-0.0,pass,
B01424,2026-05-06,Swing,M1,F2,OP-23,-0.03,pass,
B01425,2026-05-06,Swing,M2,F4,OP-22,0.05,pass,
B01426,2026-05-06,Swing,M2,F3,OP-23,0.09,pass,
B01427,2026-05-06,Swing,M1,F1,OP-21,-0.01,pass,
B01428,2026-05-06,Swing,M2,F3,OP-22,0.13,pass,
B01429,2026-05-06,Swing,M2,F4,OP-21,-0.03,pass,
B01430,2026-05-06,Swing,M2,F3,OP-23,0.08,pass,
B01431,2026-05-06,Night,M1,F1,OP-31,0.11,pass,
B01432,2026-05-06,Night,M1,F1,OP-33,0.01,pass,
B01433,2026-05-06,Night,M2,F3,OP-32,0.22,pass,
B01434,2026-05-06,Night,M2,F4,OP-33,-0.02,pass,
B01435,2026-05-06,Night,M2,F4,OP-32,-0.1,pass,
B01436,2026-05-06,Night,M1,F2,OP-32,0.2,pass,
B01437,2026-05-06,Night,M1,F2,OP-32,-0.21,pass,
B01438,2026-05-06,Night,M2,F4,OP-31,0.04,pass,
B01439,2026-05-06,Night,M1,F2,OP-33,-0.32,fail,16
B01440,2026-05-06,Night,M2,F4,OP-31,-0.19,pass,
B01441,2026-05-07,Day,M1,F1,OP-12,0.09,pass,
B01442,2026-05-07,Day,M1,F1,OP-11,-0.04,pass,
B01443,2026-05-07,Day,M1,F1,OP-12,-0.04,pass,
B01444,2026-05-07,Day,M1,F2,OP-11,-0.23,pass,
B01445,2026-05-07,Day,M2,F3,OP-11,0.03,pass,
B01446,2026-05-07,Day,M1,F1,OP-11,0.07,pass,
B01447,2026-05-07,Day,M1,F1,OP-13,-0.11,pass,
B01448,2026-05-07,Day,M2,F4,OP-12,-0.02,pass,
B01449,2026-05-07,Day,M1,F1,OP-12,-0.08,pass,
B01450,2026-05-07,Day,M2,F4,OP-11,-0.1,pass,
B01451,2026-05-07,Swing,M1,F2,OP-22,0.06,pass,
B01452,2026-05-07,Swing,M1,F2,OP-23,-0.11,pass,
B01453,2026-05-07,Swing,M2,F3,OP-21,0.01,pass,
B01454,2026-05-07,Swing,M1,F1,OP-22,0.27,fail,18
B01455,2026-05-07,Swing,M1,F2,OP-21,-0.07,pass,
B01456,2026-05-07,Swing,M1,F2,OP-21,0.04,pass,
B01457,2026-05-07,Swing,M1,F1,OP-22,-0.07,pass,
B01458,2026-05-07,Swing,M1,F1,OP-21,0.02,pass,
B01459,2026-05-07,Swing,M1,F2,OP-21,0.11,pass,
B01460,2026-05-07,Swing,M1,F1,OP-22,-0.02,pass,
B01461,2026-05-07,Night,M2,F3,OP-31,0.35,fail,22
B01462,2026-05-07,Night,M1,F2,OP-31,0.16,pass,
B01463,2026-05-07,Night,M1,F2,OP-33,-0.07,pass,
B01464,2026-05-07,Night,M2,F3,OP-33,0.03,pass,
B01465,2026-05-07,Night,M1,F1,OP-31,0.03,pass,
B01466,2026-05-07,Night,M2,F3,OP-32,0.08,pass,
B01467,2026-05-07,Night,M1,F1,OP-33,-0.01,pass,
B01468,2026-05-07,Night,M2,F3,OP-33,0.17,pass,
B01469,2026-05-07,Night,M2,F3,OP-33,0.13,pass,
B01470,2026-05-07,Night,M1,F2,OP-33,0.09,pass,
B01471,2026-05-08,Day,M2,F4,OP-12,0.07,pass,
B01472,2026-05-08,Day,M2,F4,OP-13,-0.31,fail,16
B01473,2026-05-08,Day,M1,F1,OP-13,-0.04,pass,
B01474,2026-05-08,Day,M1,F2,OP-11,0.14,pass,
B01475,2026-05-08,Day,M1,F2,OP-12,-0.07,pass,
B01476,2026-05-08,Day,M1,F2,OP-11,0.08,pass,
B01477,2026-05-08,Day,M2,F4,OP-11,-0.0,pass,
B01478,2026-05-08,Day,M2,F4,OP-13,-0.15,pass,
B01479,2026-05-08,Day,M2,F3,OP-11,0.11,pass,
B01480,2026-05-08,Day,M2,F4,OP-12,0.09,pass,
B01481,2026-05-08,Swing,M2,F3,OP-22,0.34,fail,16
B01482,2026-05-08,Swing,M2,F3,OP-21,0.14,pass,
B01483,2026-05-08,Swing,M1,F2,OP-23,0.13,pass,
B01484,2026-05-08,Swing,M2,F4,OP-23,-0.11,pass,
B01485,2026-05-08,Swing,M2,F3,OP-21,0.49,fail,21
B01486,2026-05-08,Swing,M1,F1,OP-23,-0.08,pass,
B01487,2026-05-08,Swing,M1,F2,OP-21,0.22,pass,
B01488,2026-05-08,Swing,M1,F1,OP-21,0.15,pass,
B01489,2026-05-08,Swing,M2,F3,OP-21,0.07,pass,
B01490,2026-05-08,Swing,M1,F2,OP-21,0.0,pass,
B01491,2026-05-08,Night,M2,F4,OP-31,-0.24,pass,
B01492,2026-05-08,Night,M2,F3,OP-33,0.16,pass,
B01493,2026-05-08,Night,M2,F3,OP-31,0.13,pass,
B01494,2026-05-08,Night,M1,F1,OP-33,0.19,pass,
B01495,2026-05-08,Night,M2,F4,OP-32,-0.1,pass,
B01496,2026-05-08,Night,M2,F4,OP-33,-0.19,pass,
B01497,2026-05-08,Night,M1,F2,OP-33,0.01,pass,
B01498,2026-05-08,Night,M1,F1,OP-31,0.24,pass,
B01499,2026-05-08,Night,M1,F1,OP-33,-0.17,pass,
B01500,2026-05-08,Night,M1,F2,OP-33,0.04,pass,
