invoice_id,date,entry_channel,clerk_code,vendor_group,entry_minutes,corrected,days_to_pay
INV101262,2026-04-27,Paper-scan,C07,MRO,5.5,No,23
INV101263,2026-04-27,EDI,C08,Utilities,3.1,No,15
INV101264,2026-04-27,Portal,C11,MRO,5.3,No,35
INV101265,2026-04-27,EDI,C05,Raw materials,3.1,No,22
INV101266,2026-04-27,EDI,C11,Services,3.9,No,36
INV101267,2026-04-27,Email-PDF,C08,Raw materials,6.7,No,31
INV101268,2026-04-27,Email-PDF,C07,Freight,10.2,No,24
INV101269,2026-04-27,Portal,C10,Raw materials,5.2,No,32
INV101270,2026-04-27,Portal,C10,Raw materials,8.8,No,30
INV101271,2026-04-27,Portal,C01,Freight,4.5,No,23
INV101272,2026-04-28,EDI,C09,Freight,2.4,No,28
INV101273,2026-04-28,Portal,C06,MRO,5.1,No,23
INV101274,2026-04-28,Email-PDF,C11,Services,10.8,Yes,42
INV101275,2026-04-28,EDI,C11,Services,5.8,No,32
INV101276,2026-04-28,Email-PDF,C12,Raw materials,5.3,No,33
INV101277,2026-04-28,EDI,C11,Raw materials,2.5,No,30
INV101278,2026-04-28,Email-PDF,C08,Utilities,4.7,No,21
INV101279,2026-04-28,Email-PDF,C12,Services,16.1,Yes,42
INV101280,2026-04-28,Email-PDF,C12,Services,7.5,No,42
INV101281,2026-04-28,EDI,C06,Raw materials,2.6,No,27
INV101282,2026-04-28,Email-PDF,C08,MRO,4.7,No,25
INV101283,2026-04-28,Email-PDF,C11,Raw materials,4.4,No,32
INV101284,2026-04-28,Portal,C11,MRO,2.8,No,34
INV101285,2026-04-28,EDI,C09,Raw materials,1.9,No,25
INV101286,2026-04-28,Portal,C01,Raw materials,3.3,No,28
INV101287,2026-04-29,Paper-scan,C07,Raw materials,5.5,No,32
INV101288,2026-04-29,Portal,C01,Raw materials,2.8,No,27
INV101289,2026-04-29,Email-PDF,C01,MRO,6.5,Yes,25
INV101290,2026-04-29,Portal,C06,Services,5.1,No,39
INV101291,2026-04-29,EDI,C01,Freight,2.1,No,22
INV101292,2026-04-29,Portal,C12,Services,8.6,No,40
INV101293,2026-04-29,Paper-scan,C07,Raw materials,10.6,No,29
INV101294,2026-04-29,Portal,C02,Services,5.1,No,31
INV101295,2026-04-29,Email-PDF,C12,Freight,7.9,Yes,28
INV101296,2026-04-29,Portal,C12,Utilities,5.0,No,22
INV101297,2026-04-29,EDI,C10,Freight,4.7,No,19
INV101298,2026-04-29,Portal,C07,Services,6.3,Yes,39
INV101299,2026-04-29,Paper-scan,C10,Freight,15.5,No,23
INV101300,2026-04-29,Portal,C01,Utilities,3.2,No,24
INV101301,2026-04-29,Email-PDF,C12,Raw materials,6.7,No,31
INV101302,2026-04-29,Paper-scan,C08,Raw materials,4.3,No,25
INV101303,2026-04-29,Email-PDF,C04,MRO,12.2,No,31
INV101304,2026-04-29,Email-PDF,C09,Raw materials,11.3,No,30
INV101305,2026-04-30,Email-PDF,C03,MRO,6.6,No,28
INV101306,2026-04-30,Email-PDF,C10,MRO,7.5,No,27
INV101307,2026-04-30,Portal,C12,Freight,5.8,No,35
INV101308,2026-04-30,EDI,C06,Raw materials,1.8,No,25
INV101309,2026-04-30,Email-PDF,C11,Utilities,3.5,No,23
INV101310,2026-04-30,EDI,C10,Freight,3.2,No,23
INV101311,2026-04-30,Portal,C09,Freight,5.9,No,19
INV101312,2026-04-30,Portal,C05,MRO,5.9,No,36
INV101313,2026-04-30,EDI,C02,Utilities,2.5,No,14
INV101314,2026-04-30,Email-PDF,C10,Raw materials,8.8,No,26
INV101315,2026-04-30,EDI,C08,MRO,1.1,No,30
INV101316,2026-04-30,EDI,C12,Raw materials,2.8,No,33
INV101317,2026-04-30,Portal,C01,Raw materials,3.7,No,24
INV101318,2026-04-30,Portal,C05,MRO,3.4,No,26
INV101319,2026-04-30,Email-PDF,C03,Raw materials,5.1,No,31
INV101320,2026-04-30,Portal,C11,MRO,2.5,No,32
INV101321,2026-04-30,EDI,C10,Raw materials,1.7,No,26
INV101322,2026-05-01,Paper-scan,C03,Raw materials,8.5,No,28
INV101323,2026-05-01,Portal,C02,Freight,3.8,No,33
INV101324,2026-05-01,EDI,C06,MRO,2.1,No,36
INV101325,2026-05-01,Portal,C04,Raw materials,5.5,No,30
INV101326,2026-05-01,Paper-scan,C09,Raw materials,5.9,No,30
INV101327,2026-05-01,Email-PDF,C04,Raw materials,10.8,No,20
INV101328,2026-05-01,EDI,C09,Services,2.2,No,28
INV101329,2026-05-01,Portal,C07,MRO,6.3,No,35
INV101330,2026-05-01,EDI,C01,MRO,4.1,No,34
INV101331,2026-05-01,EDI,C03,Freight,3.3,No,24
INV101332,2026-05-01,Email-PDF,C05,Raw materials,5.9,No,24
INV101333,2026-05-01,Portal,C12,Raw materials,5.0,No,30
INV101334,2026-05-01,Portal,C08,MRO,2.1,No,32
INV101335,2026-05-01,Paper-scan,C08,Services,12.6,No,34
INV101336,2026-05-01,EDI,C06,MRO,2.2,No,29
INV101337,2026-05-01,Email-PDF,C09,Raw materials,6.3,Yes,44
INV101338,2026-05-01,Paper-scan,C05,Services,8.8,Yes,36
INV101339,2026-05-01,EDI,C06,MRO,2.4,No,22
INV101340,2026-05-01,Portal,C04,Services,6.2,No,37
INV101341,2026-05-04,Portal,C07,MRO,7.1,No,33
INV101342,2026-05-04,Email-PDF,C12,MRO,8.2,No,33
INV101343,2026-05-04,Email-PDF,C11,Raw materials,6.1,No,31
INV101344,2026-05-04,EDI,C02,Raw materials,2.0,No,32
INV101345,2026-05-04,EDI,C09,MRO,1.6,No,27
INV101346,2026-05-04,Portal,C09,Utilities,3.4,No,22
INV101347,2026-05-04,EDI,C08,Services,5.0,No,32
INV101348,2026-05-04,EDI,C01,MRO,3.4,No,31
INV101349,2026-05-04,Portal,C01,Services,4.4,No,29
INV101350,2026-05-04,Portal,C05,Raw materials,3.2,No,21
INV101351,2026-05-04,EDI,C03,Freight,2.3,No,27
INV101352,2026-05-04,EDI,C03,Raw materials,2.0,No,32
INV101353,2026-05-04,EDI,C05,Services,7.8,No,38
INV101354,2026-05-04,EDI,C11,Services,3.5,No,36
INV101355,2026-05-04,EDI,C01,Raw materials,2.2,No,24
INV101356,2026-05-04,Email-PDF,C09,Raw materials,6.2,No,30
INV101357,2026-05-04,Portal,C06,Services,7.6,No,33
INV101358,2026-05-04,EDI,C07,MRO,1.7,No,28
INV101359,2026-05-04,EDI,C06,Services,8.2,No,42
INV101360,2026-05-04,Email-PDF,C02,Freight,6.2,No,25
INV101361,2026-05-04,Paper-scan,C05,MRO,6.7,No,29
INV101362,2026-05-05,Paper-scan,C06,Services,10.0,No,36
INV101363,2026-05-05,Portal,C07,MRO,5.1,Yes,36
INV101364,2026-05-05,Email-PDF,C08,Raw materials,8.3,No,31
INV101365,2026-05-05,EDI,C01,MRO,1.9,No,27
INV101366,2026-05-05,Email-PDF,C11,Services,6.1,No,32
INV101367,2026-05-05,EDI,C12,Raw materials,1.8,No,32
INV101368,2026-05-05,Paper-scan,C12,Raw materials,9.0,No,32
INV101369,2026-05-05,EDI,C03,Raw materials,2.0,No,26
INV101370,2026-05-05,EDI,C11,Services,3.8,No,33
INV101371,2026-05-05,Email-PDF,C05,MRO,9.0,No,31
INV101372,2026-05-05,Email-PDF,C05,Raw materials,7.1,No,23
INV101373,2026-05-05,Email-PDF,C05,MRO,7.0,No,30
INV101374,2026-05-05,Portal,C05,Utilities,4.9,No,26
INV101375,2026-05-05,EDI,C04,MRO,2.2,No,28
INV101376,2026-05-05,Portal,C06,Utilities,2.7,No,21
INV101377,2026-05-06,Email-PDF,C03,MRO,9.2,Yes,34
INV101378,2026-05-06,EDI,C08,MRO,1.6,No,29
INV101379,2026-05-06,EDI,C11,Raw materials,2.2,No,22
INV101380,2026-05-06,Portal,C11,Raw materials,6.3,No,42
INV101381,2026-05-06,Paper-scan,C02,Services,14.2,No,39
INV101382,2026-05-06,Portal,C04,MRO,3.6,No,30
INV101383,2026-05-06,Paper-scan,C02,Utilities,12.1,No,16
INV101384,2026-05-06,Portal,C08,Services,8.3,No,37
INV101385,2026-05-06,Paper-scan,C01,Services,9.3,No,32
INV101386,2026-05-06,Paper-scan,C05,MRO,4.4,No,27
INV101387,2026-05-07,Paper-scan,C09,Services,11.2,No,33
INV101388,2026-05-07,EDI,C02,Freight,5.5,No,21
INV101389,2026-05-07,Email-PDF,C01,MRO,7.0,Yes,44
INV101390,2026-05-07,Email-PDF,C07,Freight,5.6,No,28
INV101391,2026-05-07,Email-PDF,C04,MRO,8.1,No,28
INV101392,2026-05-07,EDI,C12,Freight,2.5,No,21
INV101393,2026-05-07,EDI,C12,MRO,2.6,No,33
INV101394,2026-05-07,Email-PDF,C09,MRO,7.8,No,35
INV101395,2026-05-07,EDI,C10,Raw materials,1.4,No,37
INV101396,2026-05-07,Email-PDF,C01,Services,10.6,No,42
INV101397,2026-05-07,Email-PDF,C01,MRO,4.2,No,25
INV101398,2026-05-07,Email-PDF,C12,MRO,4.7,No,32
INV101399,2026-05-07,Portal,C10,Services,13.3,No,38
INV101400,2026-05-07,Email-PDF,C01,Services,10.5,No,40
INV101401,2026-05-07,Email-PDF,C07,Services,10.6,No,42
INV101402,2026-05-07,Portal,C06,Raw materials,5.1,No,25
INV101403,2026-05-07,Portal,C09,Raw materials,3.6,No,29
INV101404,2026-05-07,Email-PDF,C08,Raw materials,7.6,No,32
INV101405,2026-05-08,Portal,C09,Freight,6.5,No,28
INV101406,2026-05-08,Portal,C04,Raw materials,3.9,No,28
INV101407,2026-05-08,Portal,C11,Raw materials,2.4,No,28
INV101408,2026-05-08,EDI,C10,Raw materials,2.4,No,24
INV101409,2026-05-08,EDI,C09,MRO,2.2,No,30
INV101410,2026-05-08,EDI,C05,Services,3.8,No,35
INV101411,2026-05-08,Portal,C07,MRO,4.0,Yes,29
INV101412,2026-05-08,Email-PDF,C04,MRO,7.5,No,29
INV101413,2026-05-08,Email-PDF,C10,Services,8.3,No,38
INV101414,2026-05-08,EDI,C01,Freight,2.6,No,24
INV101415,2026-05-08,Paper-scan,C09,Raw materials,7.7,No,32
INV101416,2026-05-08,Portal,C01,Raw materials,3.5,No,21
INV101417,2026-05-08,Email-PDF,C05,Raw materials,5.1,No,30
INV101418,2026-05-08,Paper-scan,C04,MRO,5.9,No,28
INV101419,2026-05-08,EDI,C09,MRO,2.4,No,31
INV101420,2026-05-08,Email-PDF,C09,Raw materials,5.8,No,26
INV101421,2026-05-08,EDI,C04,MRO,1.4,No,29
INV101422,2026-05-08,Portal,C01,Services,9.2,No,39
INV101423,2026-05-08,Paper-scan,C03,Services,16.6,No,42
INV101424,2026-05-11,EDI,C05,Raw materials,2.3,No,22
INV101425,2026-05-11,Portal,C04,Raw materials,6.0,No,33
INV101426,2026-05-11,EDI,C01,Freight,3.0,No,24
INV101427,2026-05-11,EDI,C03,Raw materials,4.5,No,17
INV101428,2026-05-11,Portal,C05,MRO,4.1,No,29
INV101429,2026-05-11,Paper-scan,C12,Services,9.9,No,46
INV101430,2026-05-11,Email-PDF,C03,MRO,6.5,No,35
INV101431,2026-05-11,Paper-scan,C09,Services,10.5,No,30
INV101432,2026-05-11,Portal,C03,Freight,6.2,No,26
INV101433,2026-05-11,EDI,C03,Utilities,1.4,No,23
INV101434,2026-05-11,Portal,C03,Freight,5.6,No,20
INV101435,2026-05-11,Paper-scan,C11,MRO,14.0,No,23
INV101436,2026-05-11,EDI,C04,Freight,2.5,No,34
INV101437,2026-05-11,Portal,C10,Raw materials,3.0,No,34
INV101438,2026-05-11,Portal,C12,Freight,3.9,No,21
INV101439,2026-05-11,Email-PDF,C11,Services,6.4,Yes,44
INV101440,2026-05-11,Email-PDF,C07,Raw materials,5.0,Yes,40
INV101441,2026-05-11,Portal,C12,MRO,7.1,No,20
INV101442,2026-05-11,Email-PDF,C05,Raw materials,7.0,No,28
INV101443,2026-05-11,Portal,C02,Services,5.9,No,33
INV101444,2026-05-12,Paper-scan,C09,MRO,11.0,No,22
INV101445,2026-05-12,Portal,C04,Freight,6.2,No,32
INV101446,2026-05-12,Portal,C12,MRO,3.1,No,36
INV101447,2026-05-12,Portal,C08,Raw materials,4.0,No,24
INV101448,2026-05-12,EDI,C01,Raw materials,1.7,No,32
INV101449,2026-05-12,Portal,C02,Freight,6.6,No,18
INV101450,2026-05-12,Portal,C11,Raw materials,4.2,Yes,29
INV101451,2026-05-12,Paper-scan,C08,Raw materials,11.5,No,29
INV101452,2026-05-12,EDI,C12,Raw materials,1.8,No,34
INV101453,2026-05-12,Email-PDF,C02,MRO,7.6,No,26
INV101454,2026-05-12,Email-PDF,C12,MRO,7.7,No,30
INV101455,2026-05-12,EDI,C07,Utilities,1.9,No,25
INV101456,2026-05-12,Portal,C01,Services,6.7,No,42
INV101457,2026-05-12,Email-PDF,C10,Services,8.5,No,40
INV101458,2026-05-12,Paper-scan,C01,Freight,8.8,No,24
INV101459,2026-05-13,Portal,C07,Raw materials,6.2,No,33
INV101460,2026-05-13,Portal,C05,Services,8.4,No,37
INV101461,2026-05-13,Paper-scan,C08,MRO,9.1,No,24
INV101462,2026-05-13,Email-PDF,C12,MRO,7.3,No,27
INV101463,2026-05-13,Email-PDF,C09,MRO,10.5,No,40
INV101464,2026-05-13,Portal,C04,MRO,2.9,No,28
INV101465,2026-05-13,Portal,C09,Services,8.1,No,32
INV101466,2026-05-13,EDI,C09,MRO,2.9,Yes,38
INV101467,2026-05-13,Email-PDF,C10,Utilities,6.1,No,25
INV101468,2026-05-13,Portal,C10,Raw materials,4.0,No,24
INV101469,2026-05-13,Paper-scan,C06,Raw materials,6.1,No,34
INV101470,2026-05-13,EDI,C06,Raw materials,2.5,No,21
INV101471,2026-05-13,Portal,C06,Raw materials,2.9,Yes,42
INV101472,2026-05-13,Email-PDF,C11,Utilities,7.3,No,21
INV101473,2026-05-13,Email-PDF,C11,Raw materials,12.5,No,18
INV101474,2026-05-14,Portal,C06,Raw materials,4.4,No,28
INV101475,2026-05-14,EDI,C03,Utilities,2.2,No,21
INV101476,2026-05-14,Paper-scan,C05,Raw materials,7.5,No,18
INV101477,2026-05-14,Paper-scan,C09,Freight,10.7,No,24
INV101478,2026-05-14,EDI,C03,Freight,,No,31
INV101479,2026-05-14,Email-PDF,C12,MRO,5.3,No,33
INV101480,2026-05-14,Portal,C12,Services,5.0,No,36
INV101481,2026-05-14,Portal,C02,Services,6.3,No,35
INV101482,2026-05-14,Paper-scan,C08,Services,11.3,Yes,43
INV101483,2026-05-14,EDI,C02,Freight,4.0,No,26
INV101484,2026-05-14,Email-PDF,C01,Freight,7.1,No,28
INV101485,2026-05-14,Portal,C06,Services,7.1,No,40
INV101486,2026-05-14,Portal,C12,Services,8.9,No,33
INV101487,2026-05-14,Paper-scan,C08,Freight,7.0,No,18
INV101488,2026-05-14,EDI,C12,Raw materials,1.8,No,29
INV101489,2026-05-14,EDI,C07,Services,5.2,No,39
INV101490,2026-05-14,Email-PDF,C02,Utilities,10.0,No,19
INV101491,2026-05-15,Email-PDF,C04,Freight,8.2,Yes,22
INV101492,2026-05-15,Email-PDF,C04,Raw materials,6.8,No,27
INV101493,2026-05-15,Email-PDF,C02,Raw materials,5.6,No,30
INV101494,2026-05-15,Portal,C01,Raw materials,6.3,Yes,35
INV101495,2026-05-15,Portal,C01,Utilities,4.8,No,21
INV101496,2026-05-15,EDI,C04,MRO,2.7,No,26
INV101497,2026-05-15,Paper-scan,C09,Raw materials,8.1,No,27
INV101498,2026-05-15,Email-PDF,C02,MRO,6.3,No,33
INV101499,2026-05-15,Email-PDF,C07,Raw materials,5.9,No,34
INV101500,2026-05-15,Email-PDF,C09,Raw materials,,No,28
INV101501,2026-05-18,Portal,C08,MRO,4.1,No,20
INV101502,2026-05-18,Email-PDF,C06,Utilities,6.4,No,12
INV101503,2026-05-18,Paper-scan,C01,Freight,7.7,No,25
INV101504,2026-05-18,Email-PDF,C02,Raw materials,7.4,Yes,36
INV101505,2026-05-18,Email-PDF,C08,Utilities,5.0,No,22
INV101506,2026-05-18,EDI,C02,MRO,2.6,No,28
INV101507,2026-05-18,Portal,C11,Freight,6.0,No,25
INV101508,2026-05-18,EDI,C06,MRO,1.8,No,26
INV101509,2026-05-18,Paper-scan,C12,Freight,8.2,No,32
INV101510,2026-05-18,Portal,C08,Utilities,3.4,No,30
INV101511,2026-05-18,Email-PDF,C09,Services,9.3,No,39
INV101512,2026-05-18,EDI,C12,Raw materials,2.5,No,25
INV101513,2026-05-18,Portal,C12,Raw materials,4.8,No,27
INV101514,2026-05-18,Paper-scan,C08,Raw materials,7.3,No,32
INV101515,2026-05-18,Paper-scan,C09,Raw materials,14.3,No,34
INV101516,2026-05-18,EDI,C06,Raw materials,1.4,No,21
INV101517,2026-05-18,Email-PDF,C05,MRO,7.2,No,34
INV101518,2026-05-18,Portal,C02,Raw materials,5.0,No,30
INV101519,2026-05-18,Portal,C11,Services,5.5,No,32
INV101520,2026-05-18,EDI,C02,MRO,1.3,No,37
INV101521,2026-05-18,Paper-scan,C05,Raw materials,10.7,No,33
INV101522,2026-05-18,Email-PDF,C05,Utilities,6.9,No,17
INV101523,2026-05-19,EDI,C06,Raw materials,1.7,Yes,40
INV101524,2026-05-19,EDI,C11,Raw materials,1.1,No,39
INV101525,2026-05-19,Paper-scan,C12,Raw materials,5.7,No,31
INV101526,2026-05-19,EDI,C05,MRO,2.2,No,28
INV101527,2026-05-19,Portal,C07,Services,5.9,No,31
INV101528,2026-05-19,EDI,C09,Freight,3.4,No,34
INV101529,2026-05-19,Email-PDF,C06,Raw materials,6.1,No,24
INV101530,2026-05-19,Email-PDF,C05,MRO,5.1,Yes,38
INV101531,2026-05-19,EDI,C09,Services,4.8,No,30
INV101532,2026-05-19,Portal,C11,MRO,2.7,No,28
INV101533,2026-05-19,Portal,C12,Raw materials,4.8,No,16
INV101534,2026-05-19,EDI,C09,Services,3.6,No,42
INV101535,2026-05-19,Paper-scan,C12,Raw materials,7.6,No,23
INV101536,2026-05-20,Portal,C02,Services,10.4,No,39
INV101537,2026-05-20,Paper-scan,C08,Raw materials,10.2,No,24
INV101538,2026-05-20,Portal,C01,Services,6.0,Yes,44
INV101539,2026-05-20,EDI,C09,Raw materials,2.5,No,24
INV101540,2026-05-20,Email-PDF,C04,Freight,7.5,No,24
INV101541,2026-05-20,Portal,C07,MRO,4.0,No,28
INV101542,2026-05-20,EDI,C01,Utilities,1.2,No,20
INV101543,2026-05-20,EDI,C10,Freight,2.9,No,17
INV101544,2026-05-20,Paper-scan,C04,Raw materials,12.1,No,21
INV101545,2026-05-20,Portal,C09,MRO,4.2,No,32
INV101546,2026-05-20,EDI,C09,MRO,1.3,No,32
INV101547,2026-05-20,Email-PDF,C05,Freight,5.3,No,12
INV101548,2026-05-20,Portal,C06,Raw materials,4.4,No,33
INV101549,2026-05-20,EDI,C09,MRO,1.4,No,30
INV101550,2026-05-20,Paper-scan,C03,Raw materials,9.1,No,30
INV101551,2026-05-21,EDI,C08,Freight,3.2,No,26
INV101552,2026-05-21,Portal,C02,Raw materials,4.4,No,30
INV101553,2026-05-21,EDI,C09,Utilities,3.5,No,23
INV101554,2026-05-21,EDI,C07,Raw materials,1.1,No,34
INV101555,2026-05-21,Email-PDF,C04,Raw materials,5.9,No,27
INV101556,2026-05-21,Paper-scan,C05,Services,13.1,Yes,50
INV101557,2026-05-21,EDI,C07,MRO,2.5,No,29
INV101558,2026-05-21,EDI,C08,Raw materials,2.6,No,22
INV101559,2026-05-21,EDI,C05,Raw materials,2.6,No,29
INV101560,2026-05-21,Paper-scan,C02,Services,9.3,No,36
INV101561,2026-05-21,EDI,C07,Services,4.9,No,47
INV101562,2026-05-21,Paper-scan,C03,MRO,7.1,No,36
INV101563,2026-05-21,Email-PDF,C06,Raw materials,10.6,No,38
INV101564,2026-05-22,Portal,C02,MRO,4.3,No,28
INV101565,2026-05-22,Portal,C10,Raw materials,3.0,No,28
INV101566,2026-05-22,Email-PDF,C06,Utilities,7.2,No,22
INV101567,2026-05-22,Email-PDF,C04,Raw materials,9.7,No,29
INV101568,2026-05-22,Email-PDF,C02,Raw materials,6.1,Yes,32
INV101569,2026-05-22,Paper-scan,C04,Raw materials,7.1,No,27
INV101570,2026-05-22,EDI,C08,MRO,2.4,n,28
INV101571,2026-05-22,Portal,C06,Services,5.0,No,31
INV101572,2026-05-22,Portal,C07,Raw materials,5.2,No,43
INV101573,2026-05-22,Portal,C07,MRO,2.9,No,31
INV101574,2026-05-22,Email-PDF,C09,MRO,10.7,No,37
INV101575,2026-05-22,EDI,C08,MRO,1.1,No,19
INV101576,2026-05-22,Email-PDF,C07,Services,10.8,No,40
INV101577,2026-05-22,EDI,C12,Services,7.4,No,36
INV101578,2026-05-22,EDI,C07,Services,4.1,No,35
INV101579,2026-05-22,Portal,C09,Raw materials,4.5,No,34
INV101580,2026-05-22,Paper-scan,C03,Raw materials,6.1,No,31
INV101581,2026-05-22,Email-PDF,C06,MRO,4.1,No,28
INV101582,2026-05-22,Portal,C12,Raw materials,4.8,No,33
INV101583,2026-05-22,Portal,C05,Utilities,3.7,No,24
INV101584,2026-05-22,Portal,C04,MRO,5.8,No,36
INV101585,2026-05-22,EDI,C08,Raw materials,1.9,No,30
INV101586,2026-05-22,EDI,C02,Services,3.6,No,32
INV101587,2026-05-22,Paper-scan,C07,Raw materials,4.3,Yes,45
INV101588,2026-05-25,EDI,C02,Utilities,2.4,No,30
INV101589,2026-05-25,Portal,C07,Raw materials,3.6,No,23
INV101590,2026-05-25,Email-PDF,C06,Raw materials,9.5,Yes,34
INV101591,2026-05-25,EDI,C12,Raw materials,2.3,No,27
INV101592,2026-05-25,Email-PDF,C09,Freight,8.7,No,21
INV101593,2026-05-25,Paper-scan,C03,MRO,9.0,No,30
INV101594,2026-05-25,Portal,C09,Utilities,3.8,No,30
INV101595,2026-05-25,Portal,C01,Raw materials,3.9,No,26
INV101596,2026-05-25,Portal,C09,Freight,4.0,No,22
INV101597,2026-05-25,Email-PDF,C10,Raw materials,4.4,No,25
INV101598,2026-05-25,Email-PDF,C08,MRO,4.0,No,25
INV101599,2026-05-25,EDI,C10,Raw materials,2.2,No,24
INV101600,2026-05-25,Portal,C02,MRO,6.4,No,21
INV101601,2026-05-25,Email-PDF,C01,Services,5.7,No,39
INV101602,2026-05-25,EDI,C10,MRO,1.9,No,30
INV101603,2026-05-25,EDI,C10,Services,7.4,No,
INV101604,2026-05-25,Portal,C03,Services,7.0,No,34
INV101605,2026-05-25,Portal,C05,Raw materials,5.9,No,26
INV101606,2026-05-25,Portal,C12,Raw materials,5.4,No,26
INV101607,2026-05-25,Email-PDF,C03,Raw materials,4.2,No,36
INV101608,2026-05-25,Email-PDF,C02,Raw materials,6.3,No,29
INV101609,2026-05-26,EDI,C09,Raw materials,1.7,No,32
INV101610,2026-05-26,EDI,C06,MRO,3.0,No,29
INV101611,2026-05-26,Paper-scan,C06,MRO,12.0,No,21
INV101612,2026-05-26,EDI,C01,Freight,3.4,No,30
INV101613,2026-05-26,Email-PDF,C04,Services,10.2,Yes,45
INV101614,2026-05-26,EDI,C07,Freight,1.7,No,24
INV101615,2026-05-26,Portal,C12,Services,6.6,No,35
INV101616,2026-05-26,Portal,C11,MRO,5.7,No,33
INV101617,2026-05-27,EDI,C04,Raw materials,2.1,No,34
INV101618,2026-05-27,Paper-scan,C07,Freight,11.2,No,17
INV101619,2026-05-27,Portal,C09,Services,4.8,No,31
INV101620,2026-05-27,Portal,C05,MRO,3.8,No,25
INV101621,2026-05-27,EDI,C10,Raw materials,3.6,No,31
INV101622,2026-05-27,Portal,C11,MRO,5.8,No,26
INV101623,2026-05-27,Portal,C12,Raw materials,6.4,No,26
INV101624,2026-05-27,Portal,C09,MRO,3.7,No,35
INV101625,2026-05-27,Portal,C07,MRO,4.7,Yes,34
INV101626,2026-05-27,Email-PDF,C09,MRO,4.6,No,23
INV101627,2026-05-27,Email-PDF,C01,Services,13.2,No,29
INV101628,2026-05-27,Portal,C03,Freight,5.1,No,15
INV101629,2026-05-27,Email-PDF,C09,Services,9.0,No,
INV101630,2026-05-27,Portal,C06,Raw materials,2.1,No,26
INV101631,2026-05-27,Email-PDF,C04,Raw materials,6.1,Yes,37
INV101632,2026-05-27,Portal,C03,Utilities,3.4,No,23
INV101633,2026-05-27,Portal,C06,Services,6.1,No,37
INV101634,2026-05-27,EDI,C06,Raw materials,1.9,No,32
INV101635,2026-05-27,EDI,C10,Raw materials,2.3,No,20
INV101636,2026-05-27,Paper-scan,C08,Utilities,4.6,No,17
INV101637,2026-05-27,Paper-scan,C04,MRO,7.6,No,35
INV101638,2026-05-28,EDI,C08,Raw materials,1.8,No,27
INV101639,2026-05-28,Paper-scan,C12,Services,9.2,No,41
INV101640,2026-05-28,Paper-scan,C02,Services,12.8,No,43
INV101641,2026-05-28,Portal,C12,Raw materials,3.5,No,23
INV101642,2026-05-28,Portal,C05,Services,9.9,Yes,35
INV101643,2026-05-28,Email-PDF,C10,Raw materials,4.4,No,27
INV101644,2026-05-28,Email-PDF,C09,Services,6.8,No,32
INV101645,2026-05-28,Paper-scan,C08,MRO,7.2,No,35
INV101646,2026-05-28,Portal,C05,Freight,4.2,No,28
INV101647,2026-05-28,Email-PDF,C10,Services,10.8,No,29
INV101648,2026-05-28,Portal,C10,Raw materials,3.4,No,24
INV101649,2026-05-28,Email-PDF,C08,Utilities,6.7,Yes,32
INV101650,2026-05-28,EDI,C06,Services,5.9,No,
INV101651,2026-05-29,Email-PDF,C07,Freight,7.3,No,27
INV101652,2026-05-29,Email-PDF,C03,Raw materials,7.9,No,35
INV101653,2026-05-29,Email-PDF,C04,Services,7.5,No,35
INV101654,2026-05-29,Portal,C03,MRO,2.7,No,28
INV101655,2026-05-29,EDI,C06,Raw materials,1.7,No,29
INV101656,2026-05-29,EDI,C10,Services,5.7,No,33
INV101657,2026-05-29,Portal,C11,Services,4.9,No,35
INV101658,2026-05-29,Portal,C03,Services,3.5,No,28
INV101659,2026-05-29,Email-PDF,C12,Raw materials,8.8,No,28
INV101660,2026-05-29,Email-PDF,C02,Freight,4.2,No,25
INV101661,2026-05-29,Portal,C10,Services,6.9,No,39
INV101662,2026-05-29,Portal,C08,Raw materials,5.1,No,31
INV101663,2026-05-29,Email-PDF,C09,Utilities,5.1,No,23
INV101664,2026-05-29,Portal,C10,Services,3.5,No,36
INV101665,2026-05-29,Portal,C05,MRO,4.3,No,36
INV101666,2026-05-29,EDI,C11,MRO,1.9,No,30
INV101667,2026-05-29,Portal,C04,Raw materials,4.9,No,30
INV101668,2026-05-29,Paper-scan,C12,Utilities,8.5,No,21
INV101669,2026-06-01,EDI,C11,MRO,1.9,No,31
INV101670,2026-06-01,Portal,C01,Services,8.5,No,33
INV101671,2026-06-01,Portal,C07,Utilities,4.8,No,31
INV101672,2026-06-01,Email-PDF,C04,MRO,5.8,No,36
INV101673,2026-06-01,Paper-scan,C08,Raw materials,5.2,No,33
INV101674,2026-06-01,Portal,C01,MRO,3.6,n,33
INV101675,2026-06-01,EDI,C11,Services,,No,36
INV101676,2026-06-01,EDI,C08,Raw materials,1.9,No,31
INV101677,2026-06-01,Portal,C08,Raw materials,3.6,No,31
INV101678,2026-06-01,Email-PDF,C02,Raw materials,2.0,No,32
INV101679,2026-06-01,Email-PDF,C12,Raw materials,9.8,No,24
INV101680,2026-06-01,Portal,C07,MRO,4.5,No,28
INV101681,2026-06-01,Portal,C10,MRO,3.1,No,29
INV101682,2026-06-01,Email-PDF,C03,Freight,7.7,No,28
INV101683,2026-06-01,Email-PDF,C10,Freight,9.4,No,27
INV101684,2026-06-02,Portal,C09,Raw materials,4.3,No,22
INV101685,2026-06-02,EDI,C09,Raw materials,1.5,No,29
